"rpt_rec_num","Provider CCN","Hospital Name","Street Address","City","State Code","Zip Code","County","Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Number of Beds + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor: Direct Patient Care","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable","Inventory","Prepaid Expenses","Other Current Assets","Total Current Assets","Land","Land Improvements","Buildings","Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets","Investments","Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG Amounts Before October 1","DRG Amounts After October 1","Outlier Payments For Discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Total Patient Revenue","Less Contractual Allowance and Discounts on Patients' Accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone CHIP","Stand-Alone CHIP Charges"
662453,502002,KINDRED HOSPITAL SEATTLE NORTHGATE,10631 8TH AVENUE NE,SEATTLE,WA,98125,KING,42644,U,LTCH,2,4,09/01/2017,08/31/2018,234.6,,,8512,408,20004,80,29200,,242,3,495,80,,7926,408,18965,70,25550,,242,3,495,,,,,16869256,21958279,2546317,38430017,129513234,669489,130182723,2639259,,16868215,2365306,,,-131599,,,17893523,-7695710,382839,10800,,10463120,3025700,199643,41895358,354227,,6669764,,,27835341,,-3,-3,38298458,1110888,1103099,10171,,,1916744,4140902,,,,-616146,-616146,3524756,34773702,34773702,38298458,,,,,,,,,129513234,618350,130131584,93464000,36667584,38827535,-2159951,65639,-2094312,,-2094312,,,,,
662461,030107,AZ SPINE & JOINT HOSPITAL,4620 EAST BASELINE ROAD,MESA,AZ,85206,MARICOPA,38060,U,STH,1,4,01/01/2017,12/31/2017,99.99,,,874,,1986,23,8395,,546,,1261,23,,874,,1986,23,8395,,546,,1261,4843,419760,77073,123747,7345875,23146291,917558,29199363,112418781,57271332,169690113,1539077,,7345875,69160,,,2162168,,,16593474,-12972796,788771,92406,,6664023,,,,2769970,670989,7143552,3403931,,3422124,,,,10086147,2286835,968542,,213757,,155392,3723914,,1733855,,,1733855,5457769,4628378,4628378,10086147,,5856537,1999048,172815,,,,,112418782,57271331,169690113,131850043,37840070,30599198,7240872,54613,7295485,1175,7294310,0.172075,70922,683397,,
662487,051333,RIDGECREST REGIONAL HOSPITAL,1081 N. CHINA LAKE RD.,RIDGECREST,CA,93555-,KERN,12540,U,CAH,1,2,01/01/2017,12/31/2017,547.4,,,3008,1598,7059,25,9125,,664,528,1807,150,,2681,1118,5306,21,7665,,664,528,1807,256981,2696490,1228148,9132540,42918053,76096247,3971219,94163549,82453291,173266786,255720077,,,,,,,12167733,2294665,,42460969,-22511828,2316090,4540505,,42105095,3277269,590544,112867634,,,36837673,,,84934058,30199282,79205,30278487,157317640,7453817,4854857,,2917477,33767,904173,20339000,57261139,,,,57261139,77600139,79717501,79717501,157317640,,,,,,,,,85813901,188266611,274080512,156274233,117806279,119014758,-1208479,5190396,3981917,791987,3189930,0.368229,20735402,77777127,,
662535,194094,PHYSICIANS BEHAVIORAL HOSPITAL OF SH,2025 DESOTO STREET,SHREVEPORT,LA,71103,SHREVEPORT,43340,U,PH,4,4,01/01/2017,12/31/2017,68,,,5971,215,7250,24,8760,,363,28,492,24,,5971,215,7250,24,8760,,363,28,492,,,,,2777581,3263345,-18607,5703962,13358593,11227285,24585878,,,2777581,,,,582565,,78428,361503,,,,,1022496,,,,3000,,5723,,,1931,,,,1024427,1106621,,68312,,,,1174933,,,,,,1174933,-150506,-150506,1024427,,,,,,,,,13358593,6965305,20323898,13411042,6912856,6040926,871930,64754,936684,,936684,,,,,
662616,451324,LILLIAN M. HUDSPETH MEMORIAL HOSP.,310 HUDSPETH,SONORA,TX,76950-,SUTTON,99945,R,CAH,1,11,01/01/2017,12/31/2017,65.35,,,278,3,403,12,4380,,47,1,87,12,,160,3,263,12,4380,,47,1,87,664929,638268,1104689,1208467,3705393,5192537,811670,7802228,945356,10106349,11051705,,,,,,,4524955,,,1129815,-890242,114969,51437,14346281,20270945,260074,,10634679,132909,3778899,1744758,,,9728518,,75154,75154,30074617,533459,277235,5530,,238241,25558,1080023,,981804,,,981804,2061827,28012790,28012790,30074617,,,,,,,,,945356,10361087,11306443,5232346,6074097,8897930,-2823833,3928393,1104560,,1104560,0.705975,114994,597956,3636,31223
662618,454011,SAN ANTONIO STATE HOSPITAL,6711 S. NEW BRAUNFELS SUITE 100,SAN ANTONIO,TX,78223-3006,BEXAR,41700,U,PH,4,10,09/01/2017,08/31/2018,831.8,,,3285,537,89599,302,110230,,77,31,722,302,,3285,537,89599,302,110230,,77,31,722,3923701,,3731919,3731919,35873076,26674830,962771,77744489,71207862,,71207862,,,,,,,-59691503,,,,,1549993,,,-58141510,,,,,,,,,,,,,-58141510,17126,2839275,,,,,2856401,,,,,,2856401,-60997911,-60997911,-58141510,,,,,,,,,71207862,,71207862,,71207862,62547906,8659956,-71207860,-62547904,,-62547904,1.091796,,,,
662698,231306,MACKINAC STRAITS HEALTH SYSTEM  INC,1140 NORTH STATE STREET,ST. IGNACE,MI,49781,MACKINAC,99923,R,CAH,1,2,04/01/2017,03/31/2018,164.41,,,1535,11,2332,15,5475,,133,5,265,63,,437,11,777,15,5475,,133,5,265,235007,1707825,1262916,3085908,14972334,28161746,2387488,37063996,9445527,47337199,56782726,5416700,,14972334,,,,456255,,,10336977,-5647568,978848,274775,,7191969,1200000,2532302,39251974,,2273219,6367509,,3156158,36024254,1057248,782041,1839289,45055512,1704737,1793024,169145,1290169,,77824,7066817,,51082182,,7936886,59019068,66085885,-21059907,-21030373,45055512,,,,,,,,,9735705,51976719,61712424,19232080,42480344,43134080,-653736,3497498,2843762,1707825,1135937,0.652734,799634,5790143,,
662712,450152,METROPLEX HOSPITAL,2201 SOUTH CLEAR CREEK ROAD,KILLEEN,TX,76549,BELL,28660,U,STH,1,1,10/01/2016,09/30/2017,798.87,,,7835,1712,25932,208,75920,,1834,297,7558,208,,6722,1474,20861,194,70810,,1834,297,7558,11289469,8081663,12943261,18771737,50254197,72776867,6321877,93212338,186062496,315290779,501353275,7990750,,49633255,2739251,,,21750341,,,18036900,,-4595415,3911297,4020290,46091231,1606631,3829933,70680259,,11453882,31749198,,2312162,43917683,,1867872,1867872,91876786,3340862,,5201175,,,3171426,10967728,,,,824436,824436,11792164,80084622,80084622,91876786,,,14077266,114072,783048,0.2225,,,183832376,317520897,501353273,394630019,106723254,108547010,-1823756,3029717,1205961,,1205961,0.185921,8591852,77561586,52218,136635
662718,034029,OASIS BEHAVIORAL HEALTH,2190 N. GRACE BLVD,CHANDLER,AZ,85225,MARICOPA,38060,U,PH,4,4,01/01/2017,12/31/2017,239,,,811,3693,42548,146,53290,,91,169,2598,146,,811,1515,22138,82,29930,,91,169,2598,,,,,11335590,11302337,1542879,20051325,59845295,1511400,61356695,,,,,,,-68051,,,6778071,-1263484,36098,21210,,4813111,1340000,1627060,10518484,9865972,,3264527,,,21520515,,,,26333626,545506,599470,33288,,,27462,1205726,,,,8587902,8587902,9793628,16539998,16539998,26333626,,,,,,,,,59845295,1511400,61356695,31793413,29563282,22637927,6925355,14849,6940204,,6940204,,,,,
662740,052050,KINDRED HOSPITAL SOUTH BAY,1246 W. 155TH STREET,GARDENA,CA,90247,LOS ANGELES,31084,U,LTCH,2,4,09/01/2017,08/31/2018,171.8,,,10113,9,16943,54,19710,,380,2,495,54,,9240,9,15550,50,18250,,380,2,495,,,,,12605635,17961700,172853,28906544,146256249,3256532,149512781,1760644,,12605635,2935171,,,60859,,,12077404,-1566972,140667,140803,,10855056,,,,1759806,,3732305,,,1160400,,4431433,4457843,16473299,852298,563380,178249,,,763952,2357879,,,,739970,739970,3097849,13375450,13375450,16473299,,,,,,,,,146260991,3251790,149512781,116664461,32848320,30567335,2280985,44168,2325153,,2325153,,,,,
662741,052055,CENTRAL VALLEY SPECIALTY HOSPITAL,730 17TH STREET,MODESTO,CA,95354-1209,STANISLAUS,33700,U,LTCH,2,4,01/01/2017,12/31/2017,254.5,,,12165,820,26698,96,35040,,496,34,925,100,,12165,820,26698,96,35040,,496,34,925,,,,,18675405,21680346,262325,39944383,185860110,270078,186130188,,,,,,,468882,,,29379525,-4014988,482774,74449,,47165336,,,,,670132,464392,,,587432,,,,47752768,2877529,1345893,197721,3934285,225644,9549945,18131017,,1534976,,,1534976,19665993,28086775,28086775,47752768,,,,,,,,,185997560,132628,186130188,133697201,52432987,40355751,12077236,86319,12163555,,12163555,,,,,
662742,054151,AURORA SANTA ROSA BEHAVIORAL HEALTH,1287 FULTON ROAD,SANTA ROSA,CA,95401,SONOMA,42220,U,PH,4,4,01/01/2017,12/31/2017,191.13,,,7167,5808,22792,95,34675,,623,710,2610,95,,7167,5808,22792,95,34675,,623,710,2610,,,,,11600459,18668671,49435,20790720,45673275,1818800,47492075,,,,,,,679593,,,5556594,,40452,126895,,7464471,,,,180841,,,,,180841,,307963,307963,7953275,1105551,,,,,9583915,10689466,,,,233562,233562,10923028,-2969753,-2969753,7953275,,,,,,,,,45673275,1818800,47492075,16964061,30528014,30269130,258884,12592,271476,,271476,,,,,
662752,293033,HEALTHSOUTH DESERT CANYON REHABILITA,9175 W. OQUENDO ROAD,LAS VEGAS,NV,89148,CLARK,29820,U,RH,5,5,01/01/2017,12/31/2017,128.7,,,11912,588,15654,50,18250,,1052,46,1357,50,,11912,588,15654,50,18250,,1052,46,1357,,,,,9479389,11916072,462782,18107651,39800756,888105,40688861,,,9479389,,,,5618795,,,13033519,-3244432,98710,174724,,15681316,,,,308776,,3458883,,,1532991,,7929519,7929519,25143826,386460,553456,,,,18413,958329,,,,,,958329,24185497,24185497,25143826,,,,,,,,,39800755,888104,40688859,11963262,28725597,21395461,7330136,29178,7359314,,7359314,,,,,
662753,294002,SOUTHERN NEVADA ADULT MENTAL HEALTH,6161 W. CHARLESTON,LAS VEGAS,NV,89146,CLARK,29820,U,PH,4,10,07/01/2017,06/30/2018,667.06,,,1469,,29501,289,105485,,101,,1265,289,,1469,,29501,289,105485,,101,,1265,,,,,49695247,31871630,988754,63935225,35918517,,35918517,,,,,,,1038796,,,28899887,,1052160,,,30990843,,,23450890,,5541097,,,,14897061,,,,45887904,,,,,,1038297,1038297,,,,,,1038297,44849607,44849607,45887904,,,,,,,,,22318998,13599519,35918517,,35918517,81566877,-45648360,73903357,28254997,,28254997,,,,,
662763,052039,KINDRED HOSPITAL BREA,875 NORTH BREA BOULEVARD,BREA,CA,92821,ORANGE,11244,U,LTCH,2,4,09/01/2017,08/31/2018,174.1,,,7093,605,14254,48,17520,,293,4,421,86,,6502,605,12987,44,16060,,293,4,421,,,,,14979274,21419646,540082,34335462,129749380,1942632,131692012,1729509,,14979274,2497802,,,-389203,,,11250311,-2903714,248917,12584,,8224573,,,51208,5655755,,4095171,,,1728175,,,,9952748,748245,1138229,9707,,,526023,2422204,,,,-24553276,-24553276,-22131072,32083820,32083820,9952748,,,,,,,,,129749380,1942632,131692012,94471736,37220276,36398920,821356,81172,902528,,902528,,,,,
662764,062013,KINDRED HOSPITAL AURORA,700 POTOMAC ST.  2ND FLOOR,AURORA,CO,80011,ARAPAHOE,19740,U,LTCH,2,4,09/01/2017,08/31/2018,80.5,,,800,6244,8003,37,13505,,24,117,157,37,,800,6244,8003,37,13505,,24,117,157,,,,,6073531,10083532,78302,14377298,55059702,1201830,56261532,700533,,6073531,2127323,,,-575356,,,6390002,-191870,180885,56007,,5859758,,,,242182,,894787,,,278752,,3162500,3162500,9301010,789148,299036,48344,,,540124,1676652,,,,9871,9871,1686523,7614487,7614487,9301010,,,,,,,,,55059702,1201830,56261532,34776464,21485068,16157063,5328005,336652,5664657,,5664657,,,,,
662765,070040,HEBREW HOME & HOSPITAL,ONE ABRAHAMS BLVD,WEST HARTFORD,CT,06117,HARTFORD,25540,U,STH,1,2,10/01/2016,09/30/2017,19.36,,,172,,533,23,8395,,36,,95,302,,172,,533,23,8395,,36,,95,,142,110,1364857,10220239,8600608,175436,13898365,17894024,54280,17948304,787308,,10220239,,,,179554,,,1357314,-510978,120571,104045,,1987335,,18821,250721,,,581142,,,246922,8442,2250,10692,2244949,1373007,5186968,8488,685411,789,799650,8054313,665443,,,11315,676758,8731071,-6486122,-6486122,2244949,,,222739,,,,,,17894024,54005,17948029,4802167,13145862,18820847,-5674985,23505287,17830302,,17830302,0.774355,4033392,6971143,,
662770,141331,MARSHALL BROWNING HOSPITAL,900 NORTH WASHINGTON STREET,DUQUOIN,IL,62832,PERRY,99914,R,CAH,1,2,07/01/2017,06/30/2018,167.59,,,1768,108,2383,25,9125,,257,32,393,25,,859,108,1268,25,9125,,257,32,393,122232,1464953,728691,728691,9367491,14274615,1034397,19892388,7177050,38615226,45792276,,,,,,,589887,,,4790158,-1186590,637467,274526,375000,5480448,3114,1260841,7412669,,6767216,5613333,,1970534,7761300,7866885,,7866885,21108633,692836,1220832,,608047,250996,,2772711,,9073088,,905235,9978323,12751034,8357599,8357599,21108633,,,,,,,,,7579044,40348010,47927054,25374966,22552088,23642106,-1090018,1740218,650200,,650200,0.434405,4572309,9543734,,
662776,161303,GRUNDY COUNTY MEM. HOSPITAL,201 EAST J AVENUE,GRUNDY CENTER,IA,50638,GRUNDY,47940,R,CAH,1,9,07/01/2017,06/30/2018,108.71,,,829,,1257,25,9125,,61,,127,80,,133,,277,25,9125,,61,,127,49699,703378,436592,1242385,8810988,11215110,2326369,18945508,6194259,27745386,33939645,2031844,,8791694,43513,,,8178415,198135,,1898450,,261219,108277,263000,10919221,,,,,,,,,19495875,,3660527,3660527,34075623,688385,772023,47512,1336000,,1040764,3884684,15131611,,,263000,15394611,19279295,14796328,14796328,34075623,,,,,,,,,6127518,31683723,37811241,18022792,19788449,20026098,-237649,299007,61358,,61358,0.558212,1656483,4411005,,
662835,281315,BRODSTONE MEMORIAL HOSPITAL,520 EAST 10TH STREET,SUPERIOR,NE,68978-0187,NUCKOLLS,99928,R,CAH,1,2,05/01/2017,04/30/2018,147.78,,,1654,85,2094,25,9125,,354,26,490,25,,1039,67,1385,25,9125,,354,26,490,201849,510108,552656,552656,10322353,14872848,1658644,22651773,8151858,23453530,31605388,,,,,,,4732750,,,4615486,-1724000,204749,491610,857212,9375542,117890,496519,22467171,,,11090753,,,18995697,2976768,1718248,4695016,33066255,908329,1326451,,495508,28932,3851,2763071,5168475,,,200621,5369096,8132167,24934088,24934088,33066255,,,,,,,,,8151858,23433608,31585466,7830040,23755426,25195201,-1439775,3435564,1995789,872,1994917,0.716706,1295565,1730636,,
662875,061343,KEEFE MEMORIAL HOSPITAL,602 NORTH 6TH STREET WEST,CHEYENNE WELLS,CO,80810,CHEYENNE,99906,R,CAH,1,9,08/25/2017,12/31/2017,41.53,,,79,6,151,11,1419,,20,4,33,11,,58,6,91,11,1419,,20,4,33,,51477,36420,36420,1234841,1250608,170868,2433222,442752,2836013,3278765,,,,,,,139442,3773516,,2400279,-986861,176917,16785,,6686885,11258,132574,4468593,,1433929,3624934,,,3616313,,,,10303198,100796,244163,,295007,,,639966,,,,,,639966,9663232,9663232,10303198,,,,,,,,,435216,2827239,3262455,840366,2422089,2485449,-63360,595188,531828,,531828,0.742115,,,,
662883,161368,FLOYD VALLEY HOSPITAL,714 LINCOLN STREET,LEMARS,IA,51031-,PLYMOUTH,43580,R,CAH,1,12,07/01/2017,06/30/2018,258.76,,,1161,76,2308,25,9125,,252,29,517,25,,830,43,1616,25,9125,,252,29,517,139968,779279,594196,833556,14049843,25578555,2759947,29038998,7590676,42228888,49819564,,,,,,,9357154,1600012,,8954366,-4157259,428863,267156,525315,17332114,185160,1149014,35225525,,,9047265,,,27391172,7210231,5239316,12449547,57172833,4594658,1383797,192058,507532,,327183,7005228,,20062882,,11824409,31887291,38892519,18280314,18280314,57172833,,,,,,,,,8982104,50765168,59747272,24874590,34872682,39628398,-4755716,5156552,400836,,400836,0.582883,49800,496086,,
662884,162001,SSH - QUAD CITIES  INC.,1111 WEST KIMBERLY RD,DAVENPORT,IA,52806,SCOTT,19340,U,LTCH,2,4,02/01/2017,01/31/2018,96.97,,,5820,,8293,50,18250,,232,,327,50,,5820,,8293,50,18250,,232,,327,,,,,5829434,7876879,265962,13416809,38879138,,38879138,,,5829434,,,,,,,2341041,,,54926,123800,2519767,234855,,2299523,,,2769566,,,1222436,,83083,-19507340,-15765137,488637,565909,,,,,23047,,,,,,23047,-15788184,-15788184,-15765137,,,,,,,,,38879138,,38879138,25012588,13866550,13706313,160237,37991,198228,815060,-616832,,,,,
662885,171354,COMMUNITY HEALTHCARE SYSTEM,120 WEST EIGHTH STREET,ONAGA,KS,66521-,POTTAWATOMIE,31740,U,CAH,1,3,04/01/2017,03/31/2018,372.52,,,1901,30,2756,25,9125,,243,38,453,25,,864,,1287,25,9125,,243,38,453,233119,784352,680798,909345,19858734,16816614,811475,26795993,8020452,35410295,43430747,,,,,,,496110,,,5528959,-1892635,745411,416236,25000,5319081,379620,,6337942,,,12158091,,,3680071,10045,294563,304608,9303760,382303,2100502,,181000,94969,1947401,4706175,,,,2355957,2355957,7062132,2241628,2241628,9303760,,,,,,,,,14676033,38700712,53376745,21066324,32310421,37459700,-5149279,4734989,-414290,,-414290,0.616982,1571797,3231479,,
662901,362035,ACUITY SPECIALTY HOSPITAL,4697 HARRISON STREET,BELLAIRE,OH,43906,BELMONT,48540,U,LTCH,2,5,09/01/2017,08/31/2018,150.34,,,9232,270,14644,72,26280,,357,11,534,72,,9232,270,14644,72,26280,,357,11,534,,,,,10709601,12752834,681042,22831628,96750299,11753,96762052,,,,,,,2367931,,,38142653,-27775951,819020,74986,,13628639,,,,5836449,301901,7152240,29476,,4810149,,256302,256302,18695090,2475581,1615383,,580689,,2536660,8032631,,9509307,,,9509307,17541938,1153152,1153152,18695090,,,,,,,,,96750298,11754,96762052,71726450,25035602,23462435,1573167,24885,1598052,,1598052,,,,,
662902,370206,OKLAHOMA SPINE HOSPITAL,14101 PARKWAY COMMONS DRIVE,OKLAHOMA CITY,OK,73134-6012,OKLAHOMA,36420,U,STH,1,5,01/01/2017,12/31/2017,188.3,,,1707,67,4421,23,8395,,618,36,1917,23,,1707,67,4421,23,8395,,618,36,1917,67575,1271129,365599,365599,11540837,43648524,829765,53565711,154511016,73957304,228468320,2694287,,11540837,267955,,,143010,,,37096034,-24702478,390276,862704,,14089546,18497,2605117,148522,,908125,3804335,8767709,,2885103,,,,16974649,4376618,1787154,,,,,6163772,,2000000,,,2000000,8163772,8810877,8810877,16974649,,10209537,2970544,379998,,,,,154627247,74904658,229531905,165256851,64275054,55189361,9085693,145898,9231591,,9231591,0.234456,794059,3070924,,
662909,392050,GOOD SHEPHERD PENN PARTNERS,1800 LOMBARD STREET,PHILADELPHIA,PA,19146,PHILADELPHIA,37964,U,LTCH,2,2,07/01/2017,06/30/2018,707.24,,,4954,205,10273,38,13870,,152,3,276,38,,4954,205,10273,38,13870,,152,3,276,,,,,52696732,48174295,1572751,50734055,104419412,158445139,262864551,,,52696732,,,,5039366,,,11678986,,138490,1871771,,18912187,,,,5889079,,8943362,,,7362085,,10742642,23529211,49803483,2995987,4752142,1524942,,947826,1662386,13262956,,,,2105066,2105066,15368022,34435461,34435461,49803483,,,,,,,,,101831315,158445139,260276454,204541058,55735396,100871027,-45135631,52477917,7342286,,7342286,,,,,
662914,453311,SHC-GALVESTON,815 MARKET STREET,GALVESTON,TX,77550,,,NA,CH,7,4,01/01/2017,12/31/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662916,454118,LONESTAR BEHAVIORAL HEALTH,16303 GRANT RD,CYPRESS,TX,77429,HARRIS,26420,U,PH,4,5,01/01/2017,12/31/2017,77.5,,,2154,438,4116,24,8760,,185,149,438,24,,2154,438,4116,24,8760,,185,149,438,,,,,2759605,3047895,1256,5662875,4696239,6331941,11028180,,,,,,,1161388,,,1479182,-353377,51459,,,2972295,,,,47674,2320,1125,,,42245,,,,3014540,,,,,,750136,750136,,,,883423,883423,1633559,1380981,1380981,3014540,,,,,,,,,4696240,6331941,11028181,3393360,7634821,5807500,1827321,,1827321,2,1827319,,,,,
662928,034032,COPPER SPRINGS,10550 WEST MCDOWELL ROAD,AVONDALE,AZ,85392,MARICOPA,38060,U,PH,4,4,01/01/2017,12/31/2017,165.97,,,1709,,24543,72,26280,,176,,3327,72,,1709,,24543,72,26280,,176,,3327,,,,,9157751,7226665,399268,16901249,49084000,1948850,51032850,,,,,,,291,,,3248100,-764541,,150989,,2786735,,,,,,1773870,,,1072425,,,,3859160,200626,474064,,,,223861,2782625,,,,,,2782625,1076535,1076535,3859160,,,,,,,,,49084000,2141352,51225352,31235881,19989471,16384416,3605055,40654,3645709,,3645709,,,,,
662949,161381,SANFORD MEDICAL CENTER SHELDON,S,SHELDON,IA,51201-,,99916,R,CAH,1,2,07/01/2017,06/30/2018,125.9,,,2224,158,3497,25,9125,,169,51,467,95,,577,74,1337,25,9125,,169,51,467,2636189,852644,3086102,4492045,13840397,15207676,1116669,29301191,12127369,41750647,53878016,,,,,,,256421,,,3966666,,327078,,,4550165,641964,198884,9251590,,3911429,4379214,,,8645737,,,,13195902,290570,9960,,,,54057,100387,,,,,,100387,13095515,13095515,13195902,,,,,,,,,12127370,47321322,59448692,29251385,30197307,29048073,1149234,1275339,2424573,4206,2420367,0.543843,2073757,6398354,,
662950,171316,ANDERSON COUNTY HOSPITAL,421 SOUTH MAPLE,GARNETT,KS,66032-,ANDERSON,99917,R,CAH,9,2,01/01/2017,12/31/2017,158.61,,,1297,,1417,12,4380,,92,,110,48,,271,,322,12,4380,,92,,110,381909,1009878,1128040,1138113,10590763,15485252,2472480,27198415,6949081,25758161,32707242,,,,,,,1004737,,,3642277,,233682,200122,1045879,6725313,,,2896498,,,,,,2896498,,,,9621811,1066009,860732,,,,,3154248,,5114950,,387335,5502285,8656533,965278,965278,9621811,,,,,,,,,6951612,27450667,34402279,11752754,22649525,26076004,-3426479,3060825,-365654,134566,-500220,0.831572,2734498,3300461,,
662952,192009,CURAHEALTH NEW ORLEANS LLC,3601 COLISEUM STREET,NEW ORLEANS,LA,70115,,35380,U,LTCH,2,4,09/01/2017,08/31/2018,76.6,,,3388,142,8414,66,24090,,140,4,350,66,,3388,142,8414,66,24090,,140,4,350,,,,,3690478,7810222,1208413,8795212,41137008,,41137008,1193118,,3690478,2205273,,,1377609,,,3040401,,,57272,,589378,,,,,,770362,,,509492,,-981076,-981076,117794,811622,158205,444494,21003,,,1435324,,-230,,,-230,1435094,-1317300,-1317300,117794,,,,,,,,,41137008,,41137008,37750468,3386540,11500700,-8114160,53692,-8060468,,-8060468,,,,,
662991,010044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY ST SOUTH,HAMILTON,AL,35570-,MARION,99901,R,STH,1,2,10/01/2016,09/30/2017,117.03,,,3114,144,4363,36,13140,,379,48,662,115,,1135,144,1837,32,11680,,379,48,662,731368,4014967,1912314,1949240,9767983,11543255,1440020,21489776,26288651,47201494,73490145,2135345,453391,9748380,813069,,,1469374,,,8159442,-1456101,293381,40674,,8506770,216557,495913,3768782,3079776,4383384,8906096,,,5130874,,-2664203,-2664203,10973441,1265684,115753,86531,,,6003207,7471175,,,,16900084,16900084,24371259,-13397818,-13397818,10973441,,,163447,,1030,0.0252,,,26534132,49424542,75958674,57455331,18503343,21311238,-2807895,126022,-2681873,,-2681873,0.292417,1409669,7642874,37936,256012
663015,161327,DAVIS COUNTY HOSPITAL,509 N MADISON,BLOOMFIELD,IA,52537-1271,DAVIS,99916,R,CAH,9,9,07/01/2017,06/30/2018,132.02,,,603,7,906,25,9125,,123,2,194,25,,345,7,553,25,9125,,123,2,194,42055,646585,423637,601968,9472803,15305690,1726257,21827407,4822081,32164097,36986178,,,,,,,8195429,806392,,3184357,-342000,624983,294498,,14370388,293059,1585405,20664780,,,8469675,,,9093138,1547203,2675446,4222649,27686175,449162,1181407,,955000,1470166,76853,4445490,,6996716,,7510626,14507342,18952832,8733343,8733343,27686175,,,,,,,,,4977606,34557625,39535231,16163276,23371955,25442086,-2070131,3342343,1272212,,1272212,0.59015,3610479,6420079,,
663034,312020,KINDRED HOSPITAL NEW JERSEY,400 W. BLACKWELL STREET,DOVER,NJ,07801,MORRIS,35084,U,LTCH,2,4,09/01/2017,08/31/2018,261.2,,,19269,,27635,117,42705,,766,,987,117,,19269,,27635,117,42705,,766,,987,,,,,21614247,28758791,289184,48360604,235533170,2914820,238447990,2914527,,21614247,2284189,,,,,,23752221,-13439494,586671,205380,,11105780,,,98200,2604709,,4114436,,,475602,,,,11581382,1842130,941324,25475,,,1275247,4084176,,,,-264151,-264151,3820025,7761357,7761357,11581382,,,,,,,,,235533170,2914820,238447990,177974158,60473832,50373038,10100794,84587,10185381,,10185381,,,,,
663059,362037,REGENCY HOSPITAL OF COLUMBUS,1430 SOUTH HIGH STREET,COLUMBUS,OH,43207,FRANKLIN,18140,U,LTCH,2,4,07/01/2017,06/30/2018,140.52,,,3849,2655,15145,66,24090,,136,67,506,66,,3849,2655,15145,66,24090,,136,67,506,,,,,9548183,13492805,1036822,23471046,114051925,335411,114387336,,,9548183,,,,,,,3643814,,,5856,193769,3850004,,,4521220,20125,,4520293,,,3281254,,6526444,9952353,17083611,914682,783802,,,,,2613542,,,,15812,15812,2629354,14454257,14454257,17083611,,,,,,,,,114051925,,114051925,88686921,25365004,23040988,2324016,56171,2380187,1307987,1072200,,,,,
