"Hospital.Name","Street.Address","City","State.Code","lat","long","Revenue.per.Bed","Cost.to.Revenue.Ratio"
"GREENWICH HOSPITAL","5 PERRYRIDGE ROAD","GREENWICH","CT",41.034299,-73.6306463464051,5.87577717391304,0.242678422743337
"GREENWICH HOSPITAL","5 PERRYRIDGE ROAD","GREENWICH","CT",41.034299,-73.6306463464051,6.24917934782609,0.258657327179482
"GREENWICH HOSPITAL","5 PERRYRIDGE ROAD","GREENWICH","CT",41.034299,-73.6306463464051,6.34987455978261,0.245810513995612
"GREENWICH HOSPITAL","5 PERRYRIDGE ROAD","GREENWICH","CT",41.034299,-73.6306463464051,6.42090511956522,0.252567554596981
"GREENWICH HOSPITAL","5 PERRYRIDGE ROAD","GREENWICH","CT",41.034299,-73.6306463464051,6.52331082608696,0.268910795124447
"GREENWICH HOSPITAL","5 PERRYRIDGE ROAD","GREENWICH","CT",41.034299,-73.6306463464051,6.77781204972376,0.259729124226313
"GREENWICH HOSPITAL","5 PERRYRIDGE ROAD","GREENWICH","CT",41.034299,-73.6306463464051,6.94818955801105,0.261004592070254
"GREENWICH HOSPITAL","5 PERRYRIDGE ROAD","GREENWICH","CT",41.034299,-73.6306463464051,6.62008127717391,0.293671739244663
"GREENWICH HOSPITAL","5 PERRYRIDGE ROAD","GREENWICH","CT",41.034299,-73.6306463464051,7.66723109139785,0.256482578323618
"GREENWICH HOSPITAL","5 PERRYRIDGE ROAD","GREENWICH","CT",41.034299,-73.6306463464051,8.51716732795699,0.264767386570709
"MILFORD HOSPITAL  INC","300 SEASIDE AVENUE","MILFORD","CT",41.21654515,-73.0653603930081,1.78700153773585,0.376167924975073
"MILFORD HOSPITAL  INC","300 SEASIDE AVENUE","MILFORD","CT",41.21654515,-73.0653603930081,1.83881017924528,0.359276062634821
"MILFORD HOSPITAL  INC","300 SEASIDE AVENUE","MILFORD","CT",41.21654515,-73.0653603930081,1.86136112264151,0.341498883559439
"MILFORD HOSPITAL  INC","300 SEASIDE AVENUE","MILFORD","CT",41.21654515,-73.0653603930081,1.89854564150943,0.321372231310443
"MILFORD HOSPITAL  INC","300 SEASIDE AVENUE","MILFORD","CT",41.21654515,-73.0653603930081,1.96012376415094,0.297389384620058
"MILFORD HOSPITAL  INC","300 SEASIDE AVENUE","MILFORD","CT",41.21654515,-73.0653603930081,1.7440538490566,0.316421633553941
"MILFORD HOSPITAL  INC","300 SEASIDE AVENUE","MILFORD","CT",41.21654515,-73.0653603930081,1.65771481132075,0.331998004527374
"MILFORD HOSPITAL  INC","300 SEASIDE AVENUE","MILFORD","CT",41.21654515,-73.0653603930081,1.02033786792453,0.401660552432253
"MIDDLESEX HOSPITAL","28 CRESCENT STREET","MIDDLETOWN","CT",41.55439915,-72.6472261134776,5.24706598984772,0.251657816986433
"MIDDLESEX HOSPITAL","28 CRESCENT STREET","MIDDLETOWN","CT",41.55439915,-72.6472261134776,5.32928571428571,0.23463140419068
"MIDDLESEX HOSPITAL","28 CRESCENT STREET","MIDDLETOWN","CT",41.55439915,-72.6472261134776,5.82067464114833,0.231729779428386
"MIDDLESEX HOSPITAL","28 CRESCENT STREET","MIDDLETOWN","CT",41.55439915,-72.6472261134776,6.08720386124402,0.226799047600054
"MIDDLESEX HOSPITAL","28 CRESCENT STREET","MIDDLETOWN","CT",41.55439915,-72.6472261134776,6.05224382296651,0.236167010443236
"MIDDLESEX HOSPITAL","28 CRESCENT STREET","MIDDLETOWN","CT",41.55439915,-72.6472261134776,6.16048055502392,0.251462600278287
"MIDDLESEX HOSPITAL","28 CRESCENT STREET","MIDDLETOWN","CT",41.55439915,-72.6472261134776,6.2470786937799,0.24144091749397
"MIDDLESEX HOSPITAL","28 CRESCENT STREET","MIDDLETOWN","CT",41.55439915,-72.6472261134776,6.11970777033493,0.25523788340758
"MIDDLESEX HOSPITAL","28 CRESCENT STREET","MIDDLETOWN","CT",41.55439915,-72.6472261134776,7.00424632620321,0.247895353301811
"MIDDLESEX HOSPITAL","28 CRESCENT STREET","MIDDLETOWN","CT",41.55439915,-72.6472261134776,5.98009205347594,0.296722461877865
"MIDDLESEX HOSPITAL","28 CRESCENT STREET","MIDDLETOWN","CT",41.55439915,-72.6472261134776,7.59846277540107,0.25425953539284
"MIDDLESEX HOSPITAL","28 CRESCENT STREET","MIDDLETOWN","CT",41.55439915,-72.6472261134776,7.92228442473118,0.256653022401992
"YALE-NEW HAVEN HOSPITAL","20 YORK STREET","NEW HAVEN","CT",41.3046035,-72.9355940981985,5.51962291428571,0.282605890302553
"YALE-NEW HAVEN HOSPITAL","20 YORK STREET","NEW HAVEN","CT",41.3046035,-72.9355940981985,6.43021665414077,0.249329008088786
"YALE-NEW HAVEN HOSPITAL","20 YORK STREET","NEW HAVEN","CT",41.3046035,-72.9355940981985,6.70141988835726,0.24268060468901
"YALE-NEW HAVEN HOSPITAL","20 YORK STREET","NEW HAVEN","CT",41.3046035,-72.9355940981985,6.84307423301738,0.250654821985785
"YALE-NEW HAVEN HOSPITAL","20 YORK STREET","NEW HAVEN","CT",41.3046035,-72.9355940981985,36.1865432131148,0.255273187356066
"YALE-NEW HAVEN HOSPITAL","20 YORK STREET","NEW HAVEN","CT",41.3046035,-72.9355940981985,7.12127098436278,0.261154997574106
"YALE-NEW HAVEN HOSPITAL","20 YORK STREET","NEW HAVEN","CT",41.3046035,-72.9355940981985,7.46140468021892,0.270135001397957
"YALE-NEW HAVEN HOSPITAL","20 YORK STREET","NEW HAVEN","CT",41.3046035,-72.9355940981985,8.03681924145963,0.266419697199621
"YALE-NEW HAVEN HOSPITAL","20 YORK STREET","NEW HAVEN","CT",41.3046035,-72.9355940981985,7.43999411408882,0.305124834149933
"YALE-NEW HAVEN HOSPITAL","20 YORK STREET","NEW HAVEN","CT",41.3046035,-72.9355940981985,8.3352950229709,0.263322871661277
"YALE-NEW HAVEN HOSPITAL","20 YORK STREET","NEW HAVEN","CT",41.3046035,-72.9355940981985,8.84197034456355,0.272432331551401
"MANCHESTER MEMORIAL HOSPITAL","71 HAYNES STREET","MANCHESTER","CT",41.7816396,-72.5258400180866,1.97803677464789,0.376428227967004
"MANCHESTER MEMORIAL HOSPITAL","71 HAYNES STREET","MANCHESTER","CT",41.7816396,-72.5258400180866,4.13362862184874,0.309740060194046
"MANCHESTER MEMORIAL HOSPITAL","71 HAYNES STREET","MANCHESTER","CT",41.7816396,-72.5258400180866,4.26533648484848,0.29090213025504
"MANCHESTER MEMORIAL HOSPITAL","71 HAYNES STREET","MANCHESTER","CT",41.7816396,-72.5258400180866,4.5603005,0.259463698021256
"MANCHESTER MEMORIAL HOSPITAL","71 HAYNES STREET","MANCHESTER","CT",41.7816396,-72.5258400180866,4.53823099242424,0.262496913616008
"MANCHESTER MEMORIAL HOSPITAL","71 HAYNES STREET","MANCHESTER","CT",41.7816396,-72.5258400180866,4.79782704285714,0.23454633672512
"MANCHESTER MEMORIAL HOSPITAL","71 HAYNES STREET","MANCHESTER","CT",41.7816396,-72.5258400180866,2.97870118571429,0.243072703005124
"MANCHESTER MEMORIAL HOSPITAL","71 HAYNES STREET","MANCHESTER","CT",41.7816396,-72.5258400180866,4.60329682857143,0.265053268747655
"MANCHESTER MEMORIAL HOSPITAL","71 HAYNES STREET","MANCHESTER","CT",41.7816396,-72.5258400180866,4.49833628571429,0.282505150952
"MANCHESTER MEMORIAL HOSPITAL","71 HAYNES STREET","MANCHESTER","CT",41.7816396,-72.5258400180866,4.26481515714286,0.275047892629987
"MANCHESTER MEMORIAL HOSPITAL","71 HAYNES STREET","MANCHESTER","CT",41.7816396,-72.5258400180866,5.04421936690648,0.291903625469469
"MANCHESTER MEMORIAL HOSPITAL","71 HAYNES STREET","MANCHESTER","CT",41.7816396,-72.5258400180866,5.35711912230216,0.286077377586755
"THE GRIFFIN HOSPITAL","130 DIVISION STREET","DERBY","CT",41.33643485,-73.0905123338461,3.80693918446602,0.283956742191908
"THE GRIFFIN HOSPITAL","130 DIVISION STREET","DERBY","CT",41.33643485,-73.0905123338461,4.05816533009709,0.274188102252309
"THE GRIFFIN HOSPITAL","130 DIVISION STREET","DERBY","CT",41.33643485,-73.0905123338461,4.30773875728155,0.24731655667466
"THE GRIFFIN HOSPITAL","130 DIVISION STREET","DERBY","CT",41.33643485,-73.0905123338461,4.68853372815534,0.236105374066334
"THE GRIFFIN HOSPITAL","130 DIVISION STREET","DERBY","CT",41.33643485,-73.0905123338461,5.06742210891089,0.233689259225021
"THE GRIFFIN HOSPITAL","130 DIVISION STREET","DERBY","CT",41.33643485,-73.0905123338461,5.4677053960396,0.241455131380841
"THE GRIFFIN HOSPITAL","130 DIVISION STREET","DERBY","CT",41.33643485,-73.0905123338461,5.76743422772277,0.250592196258412
"THE GRIFFIN HOSPITAL","130 DIVISION STREET","DERBY","CT",41.33643485,-73.0905123338461,6.25837617821782,0.252440641159956
"THE GRIFFIN HOSPITAL","130 DIVISION STREET","DERBY","CT",41.33643485,-73.0905123338461,6.76627306930693,0.263325954861911
"THE GRIFFIN HOSPITAL","130 DIVISION STREET","DERBY","CT",41.33643485,-73.0905123338461,6.84549943564356,0.226150343603002
"THE GRIFFIN HOSPITAL","130 DIVISION STREET","DERBY","CT",41.33643485,-73.0905123338461,8.76364328712871,0.219166890140943
"THE GRIFFIN HOSPITAL","130 DIVISION STREET","DERBY","CT",41.33643485,-73.0905123338461,9.66695583168317,0.19298730796553
"THE HOSPITAL OF CENTRAL CONNECTICUT","100 GRAND STREET","NEW BRITAIN","CT",41.66138145,-72.7867115736373,2.54956901201201,0.358891315695386
"THE HOSPITAL OF CENTRAL CONNECTICUT","100 GRAND STREET","NEW BRITAIN","CT",41.66138145,-72.7867115736373,2.64988919207317,0.390950501721106
"THE HOSPITAL OF CENTRAL CONNECTICUT","100 GRAND STREET","NEW BRITAIN","CT",41.66138145,-72.7867115736373,2.64777978635015,0.362992766971795
"THE HOSPITAL OF CENTRAL CONNECTICUT","100 GRAND STREET","NEW BRITAIN","CT",41.66138145,-72.7867115736373,3.07227809608541,0.361547145956451
"THE HOSPITAL OF CENTRAL CONNECTICUT","100 GRAND STREET","NEW BRITAIN","CT",41.66138145,-72.7867115736373,3.12197088405797,0.362035180805124
"THE HOSPITAL OF CENTRAL CONNECTICUT","100 GRAND STREET","NEW BRITAIN","CT",41.66138145,-72.7867115736373,3.62699024796748,0.362426113610709
"THE HOSPITAL OF CENTRAL CONNECTICUT","100 GRAND STREET","NEW BRITAIN","CT",41.66138145,-72.7867115736373,3.63873886585366,0.355759942161056
"THE HOSPITAL OF CENTRAL CONNECTICUT","100 GRAND STREET","NEW BRITAIN","CT",41.66138145,-72.7867115736373,3.69540154471545,0.361862087046923
"THE HOSPITAL OF CENTRAL CONNECTICUT","100 GRAND STREET","NEW BRITAIN","CT",41.66138145,-72.7867115736373,5.10620019469027,0.307337879264886
"THE HOSPITAL OF CENTRAL CONNECTICUT","100 GRAND STREET","NEW BRITAIN","CT",41.66138145,-72.7867115736373,5.32830357826087,0.322744304922638
"THE HOSPITAL OF CENTRAL CONNECTICUT","100 GRAND STREET","NEW BRITAIN","CT",41.66138145,-72.7867115736373,6.69953460434783,0.288754472788788
"THE HOSPITAL OF CENTRAL CONNECTICUT","100 GRAND STREET","NEW BRITAIN","CT",41.66138145,-72.7867115736373,7.08327422131148,0.27446534563462
"HOSPITAL FOR SPECIAL CARE","2150 CORBIN AVENUE","NEW BRITAIN","CT",41.6893478,-72.8018234971993,0.649322184210526,0.551947334986798
"HOSPITAL FOR SPECIAL CARE","2150 CORBIN AVENUE","NEW BRITAIN","CT",41.6893478,-72.8018234971993,0.620331114035088,0.547352208491597
"HOSPITAL FOR SPECIAL CARE","2150 CORBIN AVE","NEW BRITAIN","CT",41.6893478,-72.8018234971993,0.615431175438597,0.574531058342009
"HOSPITAL FOR SPECIAL CARE","2150 CORBIN AVENUE","NEW BRITAIN","CT",41.6893478,-72.8018234971993,0.637902052631579,0.575005059760453
"HOSPITAL FOR SPECIAL CARE","2150 CORBIN AVENUE","NEW BRITAIN","CT",41.6893478,-72.8018234971993,0.717657254385965,0.503551150296823
"HOSPITAL FOR SPECIAL CARE","2150 CORBIN AVENUE","NEW BRITAIN","CT",41.6893478,-72.8018234971993,0.77958550877193,0.483181981725152
"HOSPITAL FOR SPECIAL CARE","2150 CORBIN AVENUE","NEW BRITAIN","CT",41.6893478,-72.8018234971993,0.851128214912281,0.477839493877561
"HOSPITAL FOR SPECIAL CARE","2150 CORBIN AVENUE","NEW BRITAIN","CT",41.6893478,-72.8018234971993,0.959161057017544,0.420681718651599
"HOSPITAL FOR SPECIAL CARE","2150 CORBIN AVENUE","NEW BRITAIN","CT",41.6893478,-72.8018234971993,1.00639960964912,0.416188655938792
"HOSPITAL FOR SPECIAL CARE","2150 CORBIN AVENUE","NEW BRITAIN","CT",41.6893478,-72.8018234971993,1.02152489912281,0.435315234370742
"HOSPITAL FOR SPECIAL CARE","2150 CORBIN AVENUE","NEW BRITAIN","CT",41.6893478,-72.8018234971993,1.07753819282511,0.442949325900102
"HOSPITAL FOR SPECIAL CARE","2150 CORBIN AVENUE","NEW BRITAIN","CT",41.6893478,-72.8018234971993,1.18611357079646,0.427094975127496
"NATCHAUG HOSPITAL","189 STORRS ROAD","MANSFIELD CENTER","CT",41.7410816,-72.1981721,0.847149807017544,0.610284674064669
"NATCHAUG HOSPITAL","189 STORRS ROAD","MANSFIELD CENTER","CT",41.7410816,-72.1981721,0.955083649122807,0.55806488741833
"NATCHAUG HOSPITAL","189 STORRS ROAD","MANSFIELD CENTER","CT",41.7410816,-72.1981721,1.06982754385965,0.51842482564414
"NATCHAUG HOSPITAL","189 STORRS ROAD","MANSFIELD CENTER","CT",41.7410816,-72.1981721,1.20443459649123,0.459591944808871
"NATCHAUG HOSPITAL","189 STORRS ROAD","MANSFIELD CENTER","CT",41.7410816,-72.1981721,1.29991603508772,0.459391385251954
"NATCHAUG HOSPITAL","189 STORRS ROAD","MANSFIELD CENTER","CT",41.7410816,-72.1981721,1.36518470175439,0.444764456266364
"NATCHAUG HOSPITAL","189 STORRS ROAD","MANSFIELD CENTER","CT",41.7410816,-72.1981721,1.4202558245614,0.425861231671853
"NATCHAUG HOSPITAL","189 STORRS ROAD","MANSFIELD CENTER","CT",41.7410816,-72.1981721,1.51508921052632,0.421894489798152
"NATCHAUG HOSPITAL","189 STORRS ROAD","MANSFIELD CENTER","CT",41.7410816,-72.1981721,1.61669178947368,0.408238691288053
"NATCHAUG HOSPITAL","189 STORRS ROAD","MANSFIELD CENTER","CT",41.7410816,-72.1981721,1.37924985964912,0.468084049552387
"NATCHAUG HOSPITAL","189 STORRS ROAD","MANSFIELD CENTER","CT",41.7410816,-72.1981721,1.48152335087719,0.438531506291811
"NATCHAUG HOSPITAL","189 STORRS ROAD","MANSFIELD CENTER","CT",41.7410816,-72.1981721,1.51310027118644,0.415511049286214
"CHRISTIANA CARE HEALTH SYSTEM","501 W. 14TH STREET","WILMINGTON","DE",39.7514639,-75.5496618,2.33810811504425,0.445017225566144
"CHRISTIANA CARE HEALTH SYSTEM","501 W. 14TH STREET","WILMINGTON","DE",39.7514639,-75.5496618,2.51354363563564,0.438928885604132
"CHRISTIANA CARE HEALTH SYSTEM","501 W. 14TH STREET","WILMINGTON","DE",39.7514639,-75.5496618,2.6519977415622,0.431875147612106
"CHRISTIANA CARE HEALTH SYSTEM","501 W. 14TH STREET","WILMINGTON","DE",39.7514639,-75.5496618,3.15325842364017,0.41406923669457
"CHRISTIANA CARE HEALTH SYSTEM","501 W. 14TH STREET","WILMINGTON","DE",39.7514639,-75.5496618,3.17302502226525,0.416143720054808
"CHRISTIANA CARE HEALTH SYSTEM","501 W. 14TH STREET","WILMINGTON","DE",39.7514639,-75.5496618,3.26063442521167,0.434852174452055
"CHRISTIANA CARE HEALTH SYSTEM","501 W. 14TH STREET","WILMINGTON","DE",39.7514639,-75.5496618,3.49299548444863,0.4273618343434
"CHRISTIANA CARE HEALTH SYSTEM","501 W. 14TH STREET","WILMINGTON","DE",39.7514639,-75.5496618,3.63296914311759,0.408462806494503
"CHRISTIANA CARE HEALTH SYSTEM","501 W. 14TH STREET","WILMINGTON","DE",39.7514639,-75.5496618,3.55497791014235,0.411635678910029
"CHRISTIANA CARE HEALTH SYSTEM","501 W. 14TH STREET","WILMINGTON","DE",39.7514639,-75.5496618,3.85427615767635,0.397194603989955
"CHRISTIANA CARE HEALTH SYSTEM","501 W. 14TH STREET","WILMINGTON","DE",39.7514639,-75.5496618,4.25976270169492,0.394733776994184
"CHRISTIANA CARE HEALTH SYSTEM","501 W. 14TH STREET","WILMINGTON","DE",39.7514639,-75.5496618,4.80899009812287,0.379941633048432
"KENT GENERAL HOSPITAL","640 SOUTH STATE STREET","DOVER","DE",39.15139335,-75.5235710885464,3.01099778813559,0.345822449773597
"KENT GENERAL HOSPITAL","640 SOUTH STATE STREET","DOVER","DE",39.15139335,-75.5235710885464,3.10038630522088,0.317731275331812
"KENT GENERAL HOSPITAL","640 SOUTH STATE STREET","DOVER","DE",39.15139335,-75.5235710885464,3.41586671084337,0.3384360020321
"KENT GENERAL HOSPITAL","640 SOUTH STATE STREET","DOVER","DE",39.15139335,-75.5235710885464,3.35200777935943,0.326529976479195
"KENT GENERAL HOSPITAL","640 SOUTH STATE STREET","DOVER","DE",39.15139335,-75.5235710885464,3.67302619217082,0.309471097925052
"KENT GENERAL HOSPITAL","640 SOUTH STATE STREET","DOVER","DE",39.15139335,-75.5235710885464,3.93871981850534,0.296577141998183
"KENT GENERAL HOSPITAL","640 SOUTH STATE STREET","DOVER","DE",39.15139335,-75.5235710885464,4.21704168683274,0.284332548503918
"BAYHEALTH HOSPITAL  KENT CAMPUS","640 SOUTH STATE STREET","DOVER","DE",39.15139335,-75.5235710885464,4.78396017437722,0.265756121440355
"BAYHEALTH HOSPITAL  KENT CAMPUS","640 SOUTH STATE STREET","DOVER","DE",39.15139335,-75.5235710885464,4.77917416014235,0.276622222806807
"BAYHEALTH HOSPITAL  KENT CAMPUS","640 SOUTH STATE STREET","DOVER","DE",39.15139335,-75.5235710885464,5.27131157295374,0.268202893763192
"BAYHEALTH HOSPITAL  KENT CAMPUS","640 SOUTH STATE STREET","DOVER","DE",39.15139335,-75.5235710885464,5.58295701067616,0.270674704380564
"BAYHEALTH HOSPITAL  KENT CAMPUS","640 SOUTH STATE STREET","DOVER","DE",39.15139335,-75.5235710885464,5.93990730824373,0.297966380476549
"NANTICOKE MEMORIAL HOSPITAL","801 MIDDLEFORD ROAD","SEAFORD","DE",38.64163605,-75.6043949991509,2.91027639361702,0.401504889601021
"NANTICOKE MEMORIAL HOSPITAL","801 MIDDLEFORD ROAD","SEAFORD","DE",38.64163605,-75.6043949991509,2.87883406382979,0.352024417006705
"NANTICOKE MEMORIAL HOSPITAL","801 MIDDLEFORD ROAD","SEAFORD","DE",38.64163605,-75.6043949991509,3.0836904893617,0.340139636361248
"NANTICOKE MEMORIAL HOSPITAL","801 MIDDLEFORD ROAD","SEAFORD","DE",38.64163605,-75.6043949991509,3.1965435,0.344335586501815
"NANTICOKE MEMORIAL HOSPITAL","801 MIDDLEFORD ROAD","SEAFORD","DE",38.64163605,-75.6043949991509,3.35808403191489,0.357129874137101
"NANTICOKE MEMORIAL HOSPITAL","801 MIDDLEFORD ROAD","SEAFORD","DE",38.64163605,-75.6043949991509,3.48761869148936,0.338965942673614
"NANTICOKE MEMORIAL HOSPITAL","801 MIDDLEFORD ROAD","SEAFORD","DE",38.64163605,-75.6043949991509,3.63365520212766,0.33746574784937
"NANTICOKE MEMORIAL HOSPITAL","801 MIDDLEFORD ROAD","SEAFORD","DE",38.64163605,-75.6043949991509,3.73566657446809,0.367795629785607
"NANTICOKE MEMORIAL HOSPITAL","801 MIDDLEFORD ROAD","SEAFORD","DE",38.64163605,-75.6043949991509,3.48822790425532,0.394782810266981
"NANTICOKE MEMORIAL HOSPITAL","801 MIDDLEFORD ROAD","SEAFORD","DE",38.64163605,-75.6043949991509,3.57937763829787,0.406946520817071
"NANTICOKE MEMORIAL HOSPITAL","801 MIDDLEFORD ROAD","SEAFORD","DE",38.64163605,-75.6043949991509,3.61902056382979,0.42270724517439
"NANTICOKE MEMORIAL HOSPITAL","801 MIDDLEFORD ROAD","SEAFORD","DE",38.64163605,-75.6043949991509,3.84852447826087,0.399311811913731
"BAYHEALTH HOSPITAL  SUSSEX CAMPUS","100 WELLNESS WAY","MILFORD","DE",38.8869823,-75.3916778156511,4.4451808245614,0.282477419948425
"BAYHEALTH HOSPITAL  SUSSEX CAMPUS","100 WELLNESS WAY","MILFORD","DE",38.8869823,-75.3916778156511,6.267008,0.300746111077393
"BAYHEALTH HOSPITAL  SUSSEX CAMPUS","100 WELLNESS WAY","MILFORD","DE",38.8869823,-75.3916778156511,7.21982790909091,0.289114735509876
"BAYHEALTH HOSPITAL  SUSSEX CAMPUS","100 WELLNESS WAY","MILFORD","DE",38.8869823,-75.3916778156511,6.96296390654206,0.284316389339507
"BAYHEALTH HOSPITAL  SUSSEX CAMPUS","100 WELLNESS WAY","MILFORD","DE",38.8869823,-75.3916778156511,6.98829742735043,0.288681836947289
"HEALTHSOUTH REHABILITATION HOSPITAL","250 EAST HAMPDEN ROAD","MIDDLETOWN","DE",32.319107,-86.2807098,0.416905735294118,0.686638572198046
"HEALTHSOUTH REHABILITATION HOSPITAL","250 EAST HAMPDEN ROAD","MIDDLETOWN","DE",32.319107,-86.2807098,0.671253441176471,0.594366982541923
"HEALTHSOUTH REHABILITATION HOSPITAL","250 EAST HAMPTON ROAD","MIDDLETOWN","DE",32.319107,-86.2807098,0.720334823529412,0.552779826570846
"HEALTHSOUTH REHABILITATION HOSPITAL","250 EAST HAMPTON ROAD","MIDDLETOWN","DE",32.319107,-86.2807098,0.717045054054054,0.541708581996827
"PAM REHAB HOSPITAL OF DOVER","1240 MCKEE ROAD","DOVER","DE",39.1770844,-75.5554925,0.628270529411765,0.299173675993705
"PAM REHAB HOSPITAL OF DOVER","1240 MCKEE ROAD","DOVER","DE",39.1770844,-75.5554925,1.23554961764706,0.38426030787394
"PAM REHAB HOSPITAL OF DOVER","1240 MCKEE ROAD","DOVER","DE",39.1770844,-75.5554925,1.34200629411765,0.381008031565733
"PAM REHAB HOSPITAL OF DOVER","1240 MCKEE ROAD","DOVER","DE",39.1770844,-75.5554925,1.27962302941176,0.42147592042445
"ALFRED I DUPONT HOSP FOR CHILDREN","1600 ROCKLAND ROAD","WILMINGTON","DE",39.77972505,-75.5550410219969,6.38448786021505,0.206515432041685
"ALFRED I DUPONT HOSP FOR CHILDREN","1600 ROCKLAND ROAD","WILMINGTON","DE",39.77972505,-75.5550410219969,6.9596956827957,0.22000876062591
"ALFRED I DUPONT HOSP FOR CHILDREN","1600 ROCKLAND ROAD","WILMINGTON","DE",39.77972505,-75.5550410219969,7.48312016666667,0.210343508807946
"ALFRED I DUPONT HOSP FOR CHILDREN","1600 ROCKLAND ROAD","WILMINGTON","DE",39.77972505,-75.5550410219969,4.72872380612245,0.392568485703071
"ALFRED I DUPONT HOSP FOR CHILDREN","1600 ROCKLAND ROAD","WILMINGTON","DE",39.77972505,-75.5550410219969,3.63078255,0.420970661206144
"ALFRED I DUPONT HOSP FOR CHILDREN","1600 ROCKLAND ROAD","WILMINGTON","DE",39.77972505,-75.5550410219969,4.21048859615385,0.388233781035653
"ALFRED I DUPONT HOSP FOR CHILDREN","1600 ROCKLAND ROAD","WILMINGTON","DE",39.77972505,-75.5550410219969,5.90144389690722,0.383055172215079
"ALFRED I DUPONT HOSP FOR CHILDREN","1600 ROCKLAND ROAD","WILMINGTON","DE",39.77972505,-75.5550410219969,6.00428320192308,0.364682121402204
"ALFRED I DUPONT HOSP FOR CHILDREN","1600 ROCKLAND ROAD","WILMINGTON","DE",39.77972505,-75.5550410219969,6.43340064423077,0.350739888706455
"ALFRED I DUPONT HOSP FOR CHILDREN","1600 ROCKLAND ROAD","WILMINGTON","DE",39.77972505,-75.5550410219969,5.90699950961538,0.372338122288491
"ALFRED I DUPONT HOSP FOR CHILDREN","1600 ROCKLAND ROAD","WILMINGTON","DE",39.77972505,-75.5550410219969,7.2235983236715,0.325821256747526
"ALFRED I DUPONT HOSP FOR CHILDREN","1600 ROCKLAND ROAD","WILMINGTON","DE",39.77972505,-75.5550410219969,8.01729125728155,0.336302186860864
"MEADOW WOOD HOSPITAL","575 SOUTH DUPONT HWY","NEW CASTLE","DE",39.6397281,-75.6293435,0.614604206896552,0.355141312699028
"MEADOW WOOD HOSPITAL","575 SOUTH DUPONT HWY","NEW CASTLE","DE",39.6397281,-75.6293435,0.612232615384615,0.323166090046552
"MEADOW WOOD HOSPITAL","575 SOUTH DUPONT HWY","NEW CASTLE","DE",39.6397281,-75.6293435,0.64679958974359,0.272943975354154
"MEADOW WOOD HOSPITAL","575 SOUTH DUPONT HWY","NEW CASTLE","DE",39.6397281,-75.6293435,0.693470666666667,0.277733826623902
"MEADOW WOOD HOSPITAL","575 SOUTH DUPONT HWY","NEW CASTLE","DE",39.6397281,-75.6293435,0.725795129411765,0.289307843247161
"MEADOW WOOD HOSPITAL","575 SOUTH DUPONT HWY","NEW CASTLE","DE",39.6397281,-75.6293435,0.669023043010753,0.290765014233642
"MEADOW WOOD HOSPITAL","575 SOUTH DUPONT HWY","NEW CASTLE","DE",39.6397281,-75.6293435,0.728169484536082,0.275495480546899
"MEADOW WOOD HOSPITAL","575 SOUTH DUPONT HWY","NEW CASTLE","DE",39.6397281,-75.6293435,0.7179835,0.269631683736465
"MEADOW WOOD HOSPITAL","575 SOUTH DUPONT HWY","NEW CASTLE","DE",39.6397281,-75.6293435,0.8349195,0.254639602979688
"MEADOW WOOD HOSPITAL","575 SOUTH DUPONT HWY","NEW CASTLE","DE",39.6397281,-75.6293435,0.767048166666667,0.244044832908146
"MEADOW WOOD HOSPITAL","575 SOUTH DUPONT HWY","NEW CASTLE","DE",39.6397281,-75.6293435,0.723031833333333,0.280655300792427
"DOVER BEHAVIORAL HEALTH SYSTEM","725 HORSEPOND ROAD","DOVER","DE",39.1521293853001,-75.4861886785332,0.46308498245614,0.364361677542874
"DOVER BEHAVIORAL HEALTH SYSTEM","725 HORSEPOND ROAD","DOVER","DE",39.1521293853001,-75.4861886785332,0.39572197260274,0.37785138618147
"DOVER BEHAVIORAL HEALTH SYSTEM","725 HORSEPOND ROAD","DOVER","DE",39.1521293853001,-75.4861886785332,0.447818835616438,0.386997493941334
"DOVER BEHAVIORAL HEALTH SYSTEM","725 HORSEPOND ROAD","DOVER","DE",39.1521293853001,-75.4861886785332,0.473184589041096,0.396925234801502
"DOVER BEHAVIORAL HEALTH SYSTEM","725 HORSEPOND ROAD","DOVER","DE",39.1521293853001,-75.4861886785332,0.46361875,0.399111230941372
"DOVER BEHAVIORAL HEALTH SYSTEM","725 HORSEPOND ROAD","DOVER","DE",39.1521293853001,-75.4861886785332,0.4613995,0.418384610299751
"DOVER BEHAVIORAL HEALTH SYSTEM","725 HORSEPOND ROAD","DOVER","DE",39.1521293853001,-75.4861886785332,0.480203465909091,0.386127447633762
"DOVER BEHAVIORAL HEALTH SYSTEM","725 HORSEPOND ROAD","DOVER","DE",39.1521293853001,-75.4861886785332,0.458032575757576,0.396983938220618
"DOVER BEHAVIORAL HEALTH SYSTEM","725 HORSEPOND ROAD","DOVER","DE",39.1521293853001,-75.4861886785332,0.640163080808081,0.295329449274644
"DOVER BEHAVIORAL HEALTH SYSTEM","725 HORSEPOND ROAD","DOVER","DE",39.1521293853001,-75.4861886785332,0.545909230769231,0.336929586068126
"DOVER BEHAVIORAL HEALTH SYSTEM","725 HORSEPOND ROAD","DOVER","DE",39.1521293853001,-75.4861886785332,0.542999903846154,0.355921298328605
