"rpt_rec_num","Provider CCN","Hospital Name","Street Address","City","State Code","Zip Code","County","Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Number of Beds + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor: Direct Patient Care","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable","Inventory","Prepaid Expenses","Other Current Assets","Total Current Assets","Land","Land Improvements","Buildings","Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets","Investments","Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG Amounts Before October 1","DRG Amounts After October 1","Outlier Payments For Discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Total Patient Revenue","Less Contractual Allowance and Discounts on Patients' Accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone CHIP","Stand-Alone CHIP Charges"
533000,190135,OCHSNER BAPTIST MEDICAL CENTER,2700 NAPOLEON AVE.,NEW ORLEANS,LA,70115,ORLEANS,35380,U,STH,1,2,06/01/2011,05/31/2012,382,2.31,,3797,1837,13071,83,30378,,921,474,3394,83,,3030,1391,10487,71,25986,,921,474,3394,1049554,4254877,1933533,6791635,21055586,52379556,9108236,57533137,107586703,151490099,259076802,3544265,,21013911,55002,,10514,-266044,,11702,32737,,963765,457452,962742,16127145,5462190,,34233234,244276,11380503,15776626,,,45320443,269194,4211908,4481102,65928690,928534,690614,,,240835,400511,115368255,,,,57515,57515,115425770,-49497080,-49497080,65928690,6351210,,,267594,738646,0.1163,6645889,137665,108934393,156647690,265582083,194037275,71544808,75866976,-4322168,3575154,-747014,,-747014,0.22207,4208146,40826081,,
533004,342016,SSH - WINSTON SALEM  INC,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103-3013,FORSYTH,49180,U,LTCH,2,10,08/01/2011,07/31/2012,102.25,,,9441,,11580,42,15372,,360,,439,42,,9441,,11580,42,15372,,360,,439,,,-50792,-50792,6371480,7562761,163907,13845022,42434695,6893,42441588,,,,,,,,,,1290514,-357157,,1884,66870,1002111,776408,,13154,,,1324162,,,1465178,,,7805493,10272782,643329,298103,,,,,2543427,,,,,,2543427,7729355,7729355,10272782,,,,,,,,,42434695,,42434695,24191327,18243368,13934241,4309127,4430,4313557,2556384,1757173,0.326214,,,,
533011,151325,ST. MARYS WARRICK HOSPITAL  INC.,1116 MILLIS AVE,BOONEVILLE,IN,47601,WARRICK,21780,U,CAH,1,1,07/01/2011,06/30/2012,111.86,,,2165,121,3254,25,9150,,312,40,527,35,,1280,121,1946,25,9150,,312,40,527,598783,5866878,3085234,4661942,6408300,9604006,819016,15118190,16387600,18325841,34713441,,,,,,,268313,,,5484066,-3172028,194086,,145496,3243517,486146,,11715449,,8872051,,,,6302627,106367,653288,759655,10305799,589585,,,71137,,3689705,4350427,4461727,,,1325142,5786869,10137296,-286843,168503,10305799,,,,,,,,,11427940,30432509,41860449,21148788,20711661,21791711,-1080050,723687,-356363,,-356363,0.435514,1286297,6573852,,
533021,040051,DREW MEMORIAL HOSPITAL,778 SCROGIN DRIVE,MONTICELLO,AR,71655-,DREW,99904,U,STH,1,9,04/01/2011,03/31/2012,213.37,,596,4125,1170,8095,49,17934,304,967,530,2726,49,78,3069,1125,6169,44,16104,304,967,530,2726,209966,4711930,2112801,3116281,11327689,13504181,1447556,21984354,16672666,36824173,53496839,1930934,,11327689,1220916,,,4386747,,,3313993,,608170,45975,,8750065,,,,,,20215140,,,20215140,,4295697,4295697,33260902,2136238,239007,183462,,,950821,3509528,,11684139,,,11684139,15193667,18067235,18067235,33260902,4126070,,,,495128,0.12,,,16145827,40150488,56296315,30574730,25721585,24831870,889715,2097374,2987089,,2987089,0.410947,2118108,7596084,,
533029,161376,CASS COUNTY MEMORIAL HOSPITAL,1501 EAST 10TH STREET,ATLANTIC,IA,50022,CASS,99916,R,CAH,1,9,07/01/2011,06/30/2012,223.5,,,2736,494,4064,25,9150,,321,186,622,33,,920,293,1624,21,7686,,321,186,622,145510,2442013,1707608,1707608,14987296,18544510,1541610,28212063,9547503,34302900,43850403,,,14987296,,,,8915658,,,6720569,-1953000,450895,550649,4073917,20293387,435563,2285761,30247548,,7055415,15151572,,,28293306,6559492,2512041,9071533,57658226,1586575,1748870,446999,872942,,3133452,7788838,,23027305,,,23027305,30816143,26842083,26842083,57658226,,,,,,,,,16247069,30399101,46646170,12929823,33716347,37184133,-3467786,6442487,2974701,,2974701,0.643371,3251102,4776867,146907,225318
533032,260094,SKAGGS COMMUNITY HEALTH CENTER,251 SKAGGS ROAD,BRANSON,MO,65615-0650,TANEY,99926,R,STH,1,2,05/01/2011,04/30/2012,904.32,,,11007,3332,22688,140,51240,,2528,930,6034,165,,9361,2101,18216,126,46116,,2528,930,6034,1452909,33428862,10067333,11511954,56432247,92480482,9066337,110389483,177978182,239706545,417684727,8434057,499062,56432247,110922,,,11854120,106479,,61419860,-44730032,2387964,1551524,5242181,38459401,2593225,8227694,71327955,,5781864,61029815,,4449383,44634586,24561728,1014481,25576209,108670196,5846589,4494575,314651,2863099,,907126,14426040,,43754659,,,43754659,58180699,50489497,50489497,108670196,17466184,,,254589,1151022,0.0659,,,182440723,277422023,459862746,315280208,144582538,148912729,-4330191,4962214,632023,-7926,639949,0.264289,10808550,46362775,,
533038,491307,PAGE MEMORIAL HOSPITAL,200 MEMORIAL DRIVE,LURAY,VA,22835,PAGE,99949,R,CAH,1,2,01/01/2011,12/31/2011,120,,,2938,27,3612,25,9125,,477,12,668,25,,1522,27,1981,25,9125,,477,12,668,1077911,3696000,2571617,2641851,10060263,10568526,1261502,19056930,9002617,37324831,46327448,,,,,,,1874518,,,8773332,-4926608,280331,141365,,6592938,394433,181298,12452095,157324,1140405,7727013,,,12615668,255447,,255447,19464053,622216,,,143578,,7304492,8070286,,,,,,8070286,11393767,11393767,19464053,,,,,,,,,9332180,41446976,50779156,31042891,19736265,20628789,-892524,535887,-356637,,-356637,0.411353,167731,578493,,
533040,330005,KALEIDA HEALTH,100 HIGH STREET,BUFFALO,NY,14203,ERIE,15380,U,STH,1,2,01/01/2011,12/31/2011,7647.93,383.2,,70865,25369,294032,995,357598,,11082,3229,59067,1230,,59329,25369,233678,769,275108,,11082,3229,59067,7439629,15296564,13439346,44913695,473126211,633709063,56640799,960651868,1587075236,796252627,2383327863,145523719,,473126211,922090,,,19750000,57319000,,133855000,,19127000,11000000,,253776000,,21382000,761126000,,159645000,586242000,,,462956000,,356749000,356749000,1073481000,90773000,49588000,,27824000,,29822000,198007000,274147000,,,466372000,740519000,938526000,31887000,134955000,1073481000,91385286,,,7109513,19611282,0.2146,99066704,35999997,1632819823,805996858,2438816681,1383641066,1055175615,1106835274,-51659659,19465659,-32194000,145000,-32339000,0.403072,165275741,503890686,4114103,16314301
533052,010050,ST. VINCENT S BLOUNT,150 GILBREATH DRIVE,ONEONTA,AL,35121-,BLOUNT,13820,U,STH,1,1,07/01/2011,06/30/2012,141.1,,,2092,496,4881,40,14640,,476,130,1241,40,,1591,390,3793,34,12444,,476,130,1241,265102,3220645,835480,946513,6265419,14981433,1048148,15647752,24533114,57316183,81849297,1854408,,6265419,,,,-17,,,5633967,-2135727,446516,,-1841045,-41834734,,336000,16485635,8488,23230,2754319,,,12473740,,39688,39688,-29321306,292108,5932,,,,1114868,1412908,,,,4722,4722,1417630,-30738936,-30738936,-29321306,2317342,,,59152,176350,0.0761,1504564,,24281284,58563082,82844366,68627011,14217355,17216858,-2999503,706202,-2293301,,-2293301,0.191178,848865,10731145,,
533054,110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC.,1266 515 SOUTH,JASPER,GA,30143-4872,PICKENS,12060,U,STH,1,2,07/01/2011,06/30/2012,345.61,,,5557,832,11096,42,15372,,1316,177,3191,42,,4851,588,9003,36,13176,,1316,177,3191,2099924,7202516,3583078,3718880,19873373,33178679,3031163,47909389,65612295,160823424,226435719,5195229,,19873373,8795,,,2037584,,,7279629,,,,18045001,27362214,1897200,492772,22391048,,3504912,13585957,,,18919277,,22302532,22302532,68584023,4738810,,,,,-2256916,2481894,,,,473130,473130,2955024,65628999,65628999,68584023,8769282,,,28110,717327,0.0818,1387728,,66406497,160029222,226435719,164496145,61939574,60254568,1685006,703922,2388928,,2388928,0.211581,6477623,33093299,16880,89442
533062,241318,ELY-BLOOMENSON COMMUNITY HOSPITAL,328 WEST CONAN,ELY,MN,55731-1198,ST.LOUIS,20260,R,CAH,1,2,10/01/2010,09/30/2011,107.74,,,1365,90,2047,22,8030,,188,18,373,80,,651,63,1115,22,8030,,188,18,373,34571,494113,371897,371897,7095218,12054054,1288707,15034356,8898419,13123805,22022224,,,,,,,1729881,5582163,,3794497,-548000,479271,160612,86009,11340195,76827,1492555,16645228,,1890457,6117350,,,12816936,544321,2763090,3307411,27464542,425241,919993,,346302,,1372329,3063865,,,,12661328,12661328,15725193,11739349,11739349,27464542,,,,,,,,,8975479,16503934,25479413,6512113,18967300,19586043,-618743,1159684,540941,1496816,-955875,0.68269,3287093,4502392,,
533063,241323,MADELIA COMMUNITY HOSPITAL,121 DREW AVE SE,MADELIA,MN,56062-,WATONWAN,99924,R,CAH,1,2,06/01/2011,05/31/2012,64.36,,,783,43,1149,25,9150,,54,11,105,25,,166,32,326,25,9150,,54,11,105,84069,390093,468889,992752,3643278,6134128,1017511,8824810,3042406,5631760,8674166,,,,,,,817578,1521790,,1762633,,165658,72490,,5478088,185447,210740,6915366,,5176650,4177776,,,8953774,5342286,154562,5496848,19928710,260496,736373,,149379,,,1146248,,5586094,,,5586094,6732342,13196368,13196368,19928710,,,,,,,,,3050241,6885077,9935318,2065803,7869515,10167499,-2297984,597344,-1700640,,-1700640,1.017367,522534,1028534,,
533065,241342,ORTONVILLE AREA HEALTH SERVICES,750 EASTVOLD AVENUE,ORTONVILLE,MN,56278-,BIG STONE,99924,R,CAH,1,8,10/01/2010,09/30/2011,56.3,,,1176,37,1970,25,9125,,235,14,491,89,,737,37,1373,25,9125,,235,14,491,47767,224589,216667,441234,7041970,13616263,3121707,18594034,10179461,14086611,24266072,,,,,,,4425636,4646534,,3009142,,391441,155485,295000,12957307,30533,694277,25183901,,,6419165,,,23993782,1965284,1188638,3153922,40105011,947570,1068137,,891978,,265136,3172821,19062038,,,350943,19412981,22585802,17519209,17519209,40105011,,,,,,,,,10252921,16926328,27179249,5556431,21622818,20877501,745317,560258,1305575,,1305575,0.766256,781527,1313000,,
533066,241345,MAYO CLINIC HEALTH SYSTEM - WASECA,100 FIFTH AVE W,WASECA,MN,56093,WASECA,99924,R,CAH,1,2,01/01/2011,12/31/2011,121.03,,,1682,14,2203,15,5475,,131,5,217,15,,336,14,504,15,5475,,131,5,217,50674,924731,616998,1025548,8243204,9861368,677712,14349697,3747757,19621759,23369516,,,,,,,4560596,,,2620308,,212159,3560,,7852521,,,18028827,,,,,,8869826,20716953,,20716953,37439300,596555,705768,,,,306917,1609240,,,,,,1609240,35830060,35830060,37439300,,,,,,,,,3706757,25652887,29359644,8252945,21106699,18104572,3002127,606815,3608942,,3608942,0.614035,1614896,3295327,,
533067,241379,PRAIRIE RIDGE HOSPITAL,930 1ST STREET,ELBOW LAKE,MN,56531-,GRANT,99924,R,CAH,1,2,01/01/2011,12/31/2011,85.46,,,640,13,954,20,7300,,150,6,241,20,,519,13,813,20,7300,,150,6,241,37917,114946,109165,135323,3883977,8597053,394312,10099447,2176065,14117715,16293780,,,,,,,2315730,75000,,2494837,,291314,151032,14095,5381008,,,,803228,,2601687,,,1424767,42703,805230,847933,7653708,566114,437623,48217,223525,,,1275479,,321878,,166716,488594,1764073,5889635,5889635,7653708,,,,,,,,,2176065,17635763,19811828,6266047,13545781,12481030,1064751,219233,1283984,,1283984,0.619835,241732,432196,,
533084,161326,MADISON COUNTY MEMORIAL HOSPITAL,300 HUTCHINGS,WINTERSET,IA,50273,MADISON,19780,R,CAH,1,9,07/01/2011,06/30/2012,98.77,,,1387,119,1916,25,9150,,217,11,330,25,,808,32,1144,25,9150,,217,11,330,378210,804204,856311,856311,7332579,10354408,1545363,16301458,4407792,23012573,27420365,,,,,,,1828178,,,4953354,,332049,260550,,7374131,5046,1427344,11821673,,10077195,4800175,,,18765955,8212532,214512,8427044,34567130,815126,901013,,296000,1870098,72997,3955234,,15458978,,,15458978,19414212,15152918,15152918,34567130,,,,,,,,,4443054,24963753,29406807,13069636,16337171,17686987,-1349816,3174549,1824733,804204,1020529,0.594502,1231064,2017550,42877,50310
533094,194075,WEST END HOSPITAL,1530 HIGHWAY 90 W,JENNINGS,LA,70546,JEFF DAVIS,99919,R,PH,4,6,07/01/2011,06/30/2012,65.74,,,3570,493,4829,20,7320,,202,34,333,20,,3570,493,4829,20,7320,,202,34,333,,,,,2741042,4703958,,6577354,8316557,13999098,22315655,,,2741042,,,,30152,,,1639300,,,25423,,1694875,,,,,,19380,,,53879,,,,1748754,454905,,,,,178736,862870,,,,,,862870,885884,885884,1748754,,,,,,,,,8316557,13999098,22315655,14333614,7982041,7445000,537041,350313,887354,348016,539338,,,,,
533095,223300,FRANCISCAN HOSPITAL FOR CHILDREN,30 WARREN STREET,BOSTON,MA,02114,ESSEX,14484,U,CH,7,2,10/01/2010,09/30/2011,476.38,,,25,5889,20389,112,40880,,2,238,738,112,,25,5889,20389,112,40880,,2,238,738,,,,,23958171,25386424,1624603,34479231,32026313,25169284,57195597,,,,,,,1559281,,,6197917,,268854,423012,,9613067,,,23192361,,,,,,23192361,1891496,223166,3461451,36266879,4102695,1097811,,418656,,2131018,7861713,10913211,446133,,2950194,14309538,22171251,12751488,14095628,36266879,,,,,,,,,38309437,35750170,74059607,25292517,48767090,50225756,-1458666,1839153,380487,,380487,,,,,
533096,223302,CHILDRENS HOSPITAL CORPORATION,300 LONGWOOD AVENUE,BOSTON,MA,02115,SUFFOLK,14484,U,CH,7,2,10/01/2010,09/30/2011,6233,331.95,,1907,36146,106474,395,144175,,212,5829,17173,395,,1579,25406,73323,288,105120,,212,5829,17173,,,,,571987790,611381228,89510777,697649749,821048369,677905173,1498953542,,,,,,,1541000,,,150667000,-21014000,,,16521000,1695215000,399000,6261000,442182000,553092000,565990000,228939000,,,787029000,,887302000,887302000,3369546000,145870000,82242000,,,,60945000,289057000,,666044000,,284872000,950916000,1239973000,2129573000,2129573000,3369546000,,,,,,,,,824040581,722350062,1546390643,541050000,1005340643,1108722971,-103382328,181061000,77678672,,77678672,,,,,
533097,334020,ROCHESTER P.C.,1111 ELMWOOD AVE.,ROCHESTER,NY,14620-3965,MONROE,40380,U,PH,4,10,04/01/2011,03/31/2012,583.8,2.89,,2481,7342,68555,206,75396,,43,50,286,206,,2481,7342,68555,206,75396,,43,50,286,,,-19520969,-19520969,33594733,7410692,4528748,62753773,545913,1016273,1562186,14312729,,33594733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41005425,-41005425,,-41005425,,-41005425,40.170487,,,,
533100,120014,WILCOX MEMORIAL HOSPTIAL,3-3420 KUHIO HIGHWAY,LIHUE,HI,96766-,KAUAI,99912,R,STH,1,2,07/01/2011,06/30/2012,430.59,,,4750,808,17805,72,26199,,779,176,4071,72,,4325,620,15278,65,23637,,779,176,4071,211222,3612091,1231552,2869154,29451991,50982411,3944225,69748497,103877510,136552331,240429841,9566659,,29475996,247087,,,-330528,,,33510510,-22472450,2919982,12534,1729727,15645703,1112104,1906632,70867178,417000,918908,26741384,231325,7969238,38684432,11956017,3252217,15208234,69538369,1916606,4263595,,,,3880844,10061045,,,,13153404,13153404,23214449,46323920,46323920,69538369,6435528,,,349143,723353,0.1124,,,103877510,136552331,240429841,155761049,84668792,80434402,4234390,4576448,8810838,,8810838,0.290099,9815350,39479462,,
533101,050197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94160,SANTA CLARA,41940,U,STH,1,1,07/01/2011,06/30/2012,808.52,,,12252,351,29665,279,102114,,2484,239,6935,301,,4431,237,13482,211,77226,,2484,239,6935,1905173,10603314,3802849,12869827,87208209,132277281,8430950,195983730,702734814,375743954,1078478768,32374244,,87208209,102631,,,59042853,,,142467063,-114164357,4636482,1248233,,95614202,717050,588704,101563002,862776,,44622826,,,63339677,194469747,175137174,369606921,528560800,12086738,15452387,39921,10291800,,25029468,63334854,,151580976,,3955939,155536915,218871769,309689031,309689031,528560800,34878283,,,3864484,,,,,714905065,374356323,1089261388,846321206,242940182,230088804,12851378,6762621,19613999,,19613999,0.181722,3551551,52963933,,
533102,050028,MAD RIVER COMMUNITY HOSPITAL,3800 JANES ROAD,ARCATA,CA,95521,HUMBOLDT,99905,R,STH,1,4,07/01/2011,06/30/2012,365.97,,,3308,2705,8734,78,28548,,613,598,2126,78,,2776,1944,6757,70,25620,,613,598,2126,1004931,3871831,2091475,4045585,21087876,24903422,1179937,42756076,47050250,98781448,145831698,6968743,213623,21087876,577456,,,617129,,,24561576,-17979967,1149142,195698,,8621505,139662,,13713719,,,11321170,,,10617197,,42628,-7752217,11486485,1316377,4196860,,416579,,1200000,7129816,3607700,98494,,,3706194,10836010,650475,650475,11486485,4661722,,,179225,559407,0.12,,,43650250,102337895,145988145,99439847,46548298,45991298,557000,405622,962622,9189,953433,0.293188,5219447,21883904,,
533103,110209,TURNING POINT HOSPITAL,319 EAST BYPASS,MOULTREE,GA,31768,COLQUITT,99911,U,STH,1,4,01/01/2011,12/31/2011,112.52,,,7179,,8062,43,15695,,1865,,2156,59,,7179,,8062,43,15695,,1865,,2156,,,-379466,-379466,5202919,9045452,494115,8616887,14162850,15067054,29229904,1552122,,5202919,,,,-27582,,,4030126,-538622,97659,9485,62033,3633099,109202,,8462007,,,-749682,,,6038000,,6800,6800,9677899,194548,468545,24659,,,,687752,,,,-19640435,-19640435,-18952683,30577738,30577738,11625055,8298253,,,,995790,0.12,,,14332615,15071139,29403754,7001805,22401949,13290467,9111482,147168,9258650,,9258650,0.294797,,,,
533105,213029,ADVENTIST REHAB. HOSPT. OF MD,9909 MEDICAL CENTER DRIVE,ROCKVILLE,MD,20850,MONTGOMERY,12580,U,RH,5,4,01/01/2011,12/31/2011,263.54,,,13133,1620,18947,77,28105,,995,86,1589,77,,13133,1620,18947,77,28105,,995,86,1589,,,-7948,-7948,17159126,13322274,992532,29532969,45480281,8957612,54437893,,,17159126,,,,5587759,,,9400078,,104013,71957,,16821749,,,8434290,,,,,,8434290,,1291323,1710209,26966248,1502113,1680394,,,,,3182507,,4347854,,200000,4547854,7730361,19235887,19235887,26966248,,,,,,,,,45480266,8957528,54437794,23558553,30879241,30481400,397841,2137587,2535428,,2535428,0.542508,,,,
533107,390156,MERCY CATHOLIC MEDICAL CENTER,LANSDOWNE AVE & BAILEY RD.,DARBY,PA,19023,USA,37964,U,STH,1,1,01/01/2011,12/31/2011,1668.16,113.48,,25203,8676,78297,331,120815,,4924,5342,18336,389,,20593,8676,66291,281,102565,,4924,5342,18336,2053959,51980000,9882245,9882245,121108001,194425651,10361895,260546040,1040925581,630625605,1671551186,30654688,,121015278,2190386,,1676578,,-36278000,1309000,77908000,-41553000,4490000,1342000,3871000,11089000,841000,3159000,202255000,,2163000,131500000,2337000,,64851000,,40452000,40452000,116392000,13120000,9500000,,4387000,,-16343000,22389000,,65073000,,100787000,165860000,188249000,-71857000,-71857000,116392000,37347315,,,545475,8754211,0.2344,20834670,9556915,1050748046,645682356,1696430402,1385959000,310471402,315485539,-5014137,13257000,8242863,,8242863,0.155871,78212162,490497229,,
533108,442011,SSH - NASHVILLE,2000HAYES STREET SUITE 500,NASHVILLE,TN,37203,DAVIDSON,34980,U,LTCH,2,4,05/01/2011,04/30/2012,184.11,,,9378,1033,16601,47,17202,,277,18,460,47,,9378,1033,16601,47,17202,,277,18,460,,,-59611,-59611,10381404,10781627,814902,20278305,59253494,,59253494,1720100,,10381404,94467,,,,,,3582986,-231739,,,83368,3434615,24425,,3018733,,,3571127,,,1874294,,2232561,24894241,30203150,633322,605421,,,,,-267063,,,,,,-267063,30470213,30470213,30203150,,,,,,,,,59253494,,59253494,32031509,27221985,21163031,6058954,131490,6190444,3298088,2892356,0.34223,,,,
533111,240141,FAIRVIEW NORTHLAND REG,911 NORTHLAND DR,PRINCETON,MN,55371-,SHERBURNE,33460,U,STH,1,1,01/01/2011,12/31/2011,289.67,,,1602,360,5916,54,19710,,532,98,1937,54,,1391,214,4325,50,18250,,532,98,1937,699218,6155321,3271592,8170111,23536545,36893008,1502970,53196789,35363886,91200812,126564698,6064714,,23536545,64875,,,1102053,,,9023941,-1933318,969999,45731,,9272608,157583,170429,28954164,240393,,9077132,,,21205578,21548999,981320,22530319,53008505,1570067,4251444,55934,75321,,385135,6337901,19465789,,,3388709,22854498,29192399,23816106,23816106,53008505,3487940,,,61775,418553,0.12,,,35968614,98470902,134439516,73234391,61205125,60429553,775572,2184284,2959856,,2959856,0.420313,11028427,37816604,,
533118,453308,OUR CHILDRENS HOUSE,3301 SWISS AVENUE,DALLAS,TX,75204,,,NA,CH,1,1,01/01/2011,12/31/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533120,450674,WOMANS HOSPITAL OF TEXAS,7600 FANNING ST.,HOUSTON,TX,77054-,HARRIS,26420,U,STH,1,4,03/01/2011,02/29/2012,1115.85,,1757,398,4615,92878,234,85644,,72,39,11824,234,507,377,879,38659,230,84180,,72,39,11824,67438,5318138,923455,923455,74896525,97073008,-907269,150101627,804327870,124551121,928878991,16650410,,75513232,1928125,,,-205999,,,70841473,-11143373,2338567,339654,,62499380,9050708,2799157,61500352,8866072,59855370,59974742,9843338,,109372302,,13103548,13103548,184975230,3687731,8745688,1139382,,,161739,13734540,,,,-867074229,-867074229,-853339689,1038314919,1038314919,184975230,353039,,,63244,97862,0.2772,201490,,804185957,124693034,928878991,628969064,299909927,177287671,122622256,4293838,126916094,-215731,127131825,0.161594,40669284,213181903,870320,1834118
533121,453035,SA WARM SPRINGS REHAB HOSP,5101 MEDICAL DRIVE,SAN ANTONIO,TX,78229-,BEXAR,41700,U,RH,5,4,06/01/2011,05/31/2012,217.14,2,,10920,117,18763,95,25318,,897,7,1350,99,,10920,117,18763,95,25318,,897,7,1350,,,-25300,-25300,12806087,13265438,77564,25160732,51074208,21063547,72137755,2174303,,12806087,,,,202330,,,4593127,-444254,449728,567705,-453748,5078141,,,,983560,,2086481,,,2793392,,208015,208015,8079548,1128305,1146584,,,,341937,2616826,,,1190961,2508579,3699540,6316366,1763182,1763182,8079548,,,,,,,,,51074209,21063545,72137754,43113079,29024675,26071525,2953150,194051,3147201,,3147201,0.348787,,,,
533122,451343,ELECTRA MEMORIAL HOSPITAL,1207 SOUTH BAILEY STREET,ELECTRA,TX,76360-,WICHITA,48660,R,CAH,1,11,10/01/2010,09/30/2011,108.48,,47,1463,35,1671,22,8030,13,215,9,286,22,47,737,35,929,22,8030,13,215,9,286,251227,452335,356750,554221,4107955,2914979,351876,6887651,4727080,7719848,12446928,,,,,,,847133,2004105,,1664225,-928928,273270,34469,,4204030,19539,104673,2295018,,892472,3267895,,,1628963,,,,5832993,275155,492917,11872,,29057,1425,810426,,77000,,,77000,887426,4945567,4945567,5832993,,,,,,,,,4687466,7759462,12446928,6649733,5797195,7022934,-1225739,1930084,704345,60605,643740,0.553362,388219,983035,9385,32499
533143,241351,REDWOOD AREA HOSPITAL,100 FALLWOOD ROAD,REDWOOD FALLS,MN,56283,REDWOOD,99924,U,CAH,1,12,01/01/2011,12/31/2011,127.84,,,1374,94,2460,25,9125,,206,15,579,26,,610,64,1287,25,9125,,206,15,579,39657,476623,350152,452732,7706346,12220933,1819382,19108440,7386488,21571719,28958207,,,,,,,2361491,,,4267729,,346014,276698,,8011949,,,24893221,,,5851596,219636,,17329660,12205590,1133911,13339501,38681110,2084527,911268,,552249,,,3618044,12193964,,,71968,12265932,15883976,22797134,22797134,38681110,,,,,,,,,7825697,18977452,26803149,6710540,20092609,19927279,165330,2673875,2839205,,2839205,0.659863,2320333,3671842,,
533169,430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA,4500 WEST 69TH STREET,SIOUX FALLS,SD,57105,LINCOLN,43620,U,STH,1,4,07/01/2011,06/30/2012,348.97,,,5978,278,9754,55,20130,,1531,73,2802,55,,5978,278,9754,55,20130,,1531,73,2802,92537,2262967,732484,749315,18197166,35256450,4030764,49113258,129708815,42002148,171710963,3823777,,18197166,90401,,,6813164,,,6833246,,1018664,1282511,,15947585,1129365,255614,31577707,910843,3957095,22914233,,,35503676,,1237868,1237868,52689129,3536536,2734608,,4211295,,2067547,12549986,,19504908,,2394137,21899045,34449031,18240098,18240098,52689129,18715659,,,129338,,,,,132875472,42078233,174953705,107883458,67070247,55716583,11353664,407641,11761305,2,11761303,0.286023,1710191,4076885,,
533170,431335,HURON REGIONAL MEDICAL CENTER,172 4TH ST SE,HURON,SD,57350,BEADLE,99943,R,CAH,1,2,07/01/2011,06/30/2012,246.18,,,2580,1225,5403,25,9150,,497,228,1186,25,,2012,642,3928,19,6954,,497,228,1186,9642,59940,33069,150061,13769280,16297884,1818887,24694054,19209204,38069614,57278818,,,,,,,1688608,51019719,,5736643,-3122539,904061,640350,1869279,58736121,1103105,742658,28247210,9818,1513604,20613488,,,14900869,,2740251,2740251,76377241,1173227,2007574,,15000,,,3195801,5862448,,,,5862448,9058249,67318992,67318992,76377241,,,,,,,,,19749409,44399550,64148959,33924122,30224837,30067164,157673,2603752,2761425,,2761425,0.43112,2671233,6478464,38724,151245
